2460061.500000000, A.D. 2023-Apr-27 00:00:00.0000,-6.36E+05,-1.25E+06,  1.944637657332020E+05,  2.951086375140514E-01,-3.05E-01,-1.34E-01,  4.719421924902812E+00,  1.414847099205705E+06,  1.177721771881990E-01
2460062.500000000, A.D. 2023-Apr-28 00:00:00.0000,-6.10E+05,-1.27E+06,  1.827169907536378E+05,  2.947664604418945E-01,-2.93E-01,-1.37E-01,  4.753377153836342E+00,  1.425026620749641E+06,  1.178252702629815E-01
2460063.500000000, A.D. 2023-Apr-29 00:00:00.0000,-5.85E+05,-1.30E+06,  1.707281566760445E+05,  2.939580664776145E-01,-2.81E-01,-1.40E-01,  4.787313433435661E+00,  1.435200461426096E+06,  1.176416926591422E-01
2460064.500000000, A.D. 2023-Apr-30 00:00:00.0000,-5.60E+05,-1.32E+06,  1.585172159233592E+05,  2.927018890847595E-01,-2.69E-01,-1.43E-01,  4.821164903877661E+00,  1.445348876956818E+06,  1.172392814183518E-01
2460065.500000000, A.D. 2023-May-01 00:00:00.0000,-5.34E+05,-1.35E+06,  1.461030381114235E+05,  2.910168272245470E-01,-2.57E-01,-1.45E-01,  4.854869614940955E+00,  1.455453295132662E+06,  1.166247629276067E-01
2460066.500000000, A.D. 2023-May-02 00:00:00.0000,-5.09E+05,-1.37E+06,  1.335054310005649E+05,  2.889273212089857E-01,-2.46E-01,-1.47E-01,  4.888367684773647E+00,  1.465495763826061E+06,  1.158065592064149E-01
2460067.500000000, A.D. 2023-May-03 00:00:00.0000,-4.85E+05,-1.39E+06,  1.207425576900329E+05,  2.864547694604492E-01,-2.35E-01,-1.49E-01,  4.921601526769869E+00,  1.475459019006892E+06,  1.147917584096903E-01
2460068.500000000, A.D. 2023-May-04 00:00:00.0000,-4.60E+05,-1.41E+06,  1.078324543335419E+05,  2.836206357637603E-01,-2.24E-01,-1.50E-01,  4.954515428448183E+00,  1.485326358493404E+06,  1.135881166852745E-01
2460069.500000000, A.D. 2023-May-05 00:00:00.0000,-4.36E+05,-1.43E+06,  9.479275591084023E+04,  2.804487880729012E-01,-2.13E-01,-1.52E-01,  4.987056232279609E+00,  1.495081846059323E+06,  1.122039832798784E-01
2460070.500000000, A.D. 2023-May-06 00:00:00.0000,-4.11E+05,-1.45E+06,  8.164071780891868E+04,  2.769639817004629E-01,-2.03E-01,-1.53E-01,  5.019173261374694E+00,  1.504710289155396E+06,  1.106493377985191E-01
2460071.500000000, A.D. 2023-May-07 00:00:00.0000,-3.88E+05,-1.46E+06,  6.839316307296557E+04,  2.731930429799832E-01,-1.92E-01,-1.54E-01,  5.050819108754360E+00,  1.514197475526838E+06,  1.089373066504833E-01
2460072.500000000, A.D. 2023-May-08 00:00:00.0000,-3.64E+05,-1.48E+06,  5.506655396854738E+04,  2.691559796303155E-01,-1.82E-01,-1.55E-01,  5.081951264057961E+00,  1.523530660888143E+06,  1.070863302778370E-01
2460073.500000000, A.D. 2023-May-09 00:00:00.0000,-3.41E+05,-1.49E+06,  4.167689575593802E+04,  2.648744327305101E-01,-1.73E-01,-1.55E-01,  5.112532960750305E+00,  1.532698822909351E+06,  1.051221473519054E-01
2460074.500000000, A.D. 2023-May-10 00:00:00.0000,-3.19E+05,-1.51E+06,  2.824017979070009E+04,  2.603602101784431E-01,-1.63E-01,-1.56E-01,  5.142534415527333E+00,  1.541693032780533E+06,  1.030623142131302E-01
2460075.500000000, A.D. 2023-May-11 00:00:00.0000,-2.96E+05,-1.52E+06,  1.477196765790496E+04,  2.556239570508713E-01,-1.54E-01,-1.56E-01,  5.171930412766288E+00,  1.550505731048160E+06,  1.009230841780827E-01
2460076.500000000, A.D. 2023-May-12 00:00:00.0000,-2.74E+05,-1.53E+06,  1.287392539214459E+03,  2.506832451859680E-01,-1.45E-01,-1.56E-01,  5.200699691337523E+00,  1.559130543785917E+06,  9.871389418832215E-02
2460077.500000000, A.D. 2023-May-13 00:00:00.0000,-2.53E+05,-1.55E+06,-1.22E+04,  2.455503361889291E-01,-1.37E-01,-1.56E-01,  5.228822943049635E+00,  1.567561682543644E+06,  9.644195502683398E-02
2460078.500000000, A.D. 2023-May-14 00:00:00.0000,-2.32E+05,-1.56E+06,-2.57E+04,  2.402381606330203E-01,-1.28E-01,-1.56E-01,  5.256282629745908E+00,  1.575793889514229E+06,  9.410885324929649E-02
2460079.500000000, A.D. 2023-May-15 00:00:00.0000,-2.11E+05,-1.57E+06,-3.91E+04,  2.347715648685758E-01,-1.20E-01,-1.55E-01,  5.283061936724555E+00,  1.583822123776895E+06,  9.172195201162983E-02
2460080.500000000, A.D. 2023-May-16 00:00:00.0000,-1.91E+05,-1.58E+06,-5.25E+04,  2.291645242833004E-01,-1.13E-01,-1.55E-01,  5.309146231512441E+00,  1.591641998626552E+06,  8.928539720326741E-02
2460081.500000000, A.D. 2023-May-17 00:00:00.0000,-1.72E+05,-1.59E+06,-6.59E+04,  2.234368659941020E-01,-1.05E-01,-1.54E-01,  5.334521513288149E+00,  1.599249316722534E+06,  8.680330235254957E-02
2460082.500000000, A.D. 2023-May-18 00:00:00.0000,-1.53E+05,-1.60E+06,-7.92E+04,  2.176289484352147E-01,-9.82E-02,-1.53E-01,  5.359203485102952E+00,  1.606648785721180E+06,  8.453376382015934E-02
2460083.500000000, A.D. 2023-May-19 00:00:00.0000,-1.34E+05,-1.61E+06,-9.24E+04,  2.117125725157681E-01,-9.13E-02,-1.52E-01,  5.383200114301502E+00,  1.613842794172328E+06,  8.199014188045291E-02
